danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,popularity,explicit,id,name,release_date,artists,available_markets,tempo,loudness,duration_min
0.574,0.593,4,0,0.0463,0.41100000000000003,1.55e-06,0.0966,0.355,0.7,0,7DoNtK2gVFRwJh0hkHe5wQ,Easy,2019-12-06,['Camila Cabello'],1.0,6,4,3
0.637,0.713,0,1,0.0747,0.18100000000000002,0.000637,0.13699999999999998,0.243,0.74,0,4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,2018-01-12,['Camila Cabello'],1.0,6,6,4
0.455,0.292,0,1,0.0563,0.889,0.0,0.106,0.43,0.74,0,7sTtHHrD0zDpmzQzH3zegz,Consequences,2018-01-12,['Camila Cabello'],1.0,1,2,3
0.5720000000000001,0.292,7,1,0.0364,0.9059999999999999,1.04e-06,0.106,0.223,0.74,0,6TRt2bniIq0EIlrDlje7b8,First Man,2019-12-06,['Camila Cabello'],1.0,3,1,4
0.6459999999999999,0.795,9,1,0.0976,0.0319,0.0,0.267,0.7959999999999999,0.78,0,0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),2011-11-11,"['Gym Class Heroes', 'Adam Levine']",0.6282051282051282,1,6,4
0.72,0.7440000000000001,1,0,0.12,0.237,0.0,0.255,0.619,0.64,0,2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America,2005-02-22,['Gym Class Heroes'],1.0,1,1,4
0.716,0.838,10,1,0.0513,0.134,0.0,0.14800000000000002,0.6459999999999999,0.61,1,3bfqkspKABT4pPicm6wC9F,Ass Back Home (feat. Neon Hitch),2011-11-11,"['Gym Class Heroes', 'Neon Hitch']",0.6282051282051282,4,5,4
0.5920000000000001,0.926,7,1,0.126,0.0775,0.0,0.187,0.4320000000000001,0.6,0,77ZdAoTHYoF6Umo76HFD4m,The Fighter (feat. Ryan Tedder),2011-11-11,['Gym Class Heroes'],0.6282051282051282,2,6,4
0.687,0.6679999999999999,5,1,0.0282,0.0253,0.0,0.7440000000000001,0.418,0.55,1,3RDcUlLGp3SLp2AmUbUbls,Cookie Jar (feat. The-Dream),2008-09-08,['Gym Class Heroes'],0.8333333333333334,3,5,4
0.7609999999999999,0.69,11,1,0.11,0.0225,0.0,0.34,0.742,0.49,1,6miqdoICzUXCL5UHCuucjK,Clothes Off!!,2006-07-25,['Gym Class Heroes'],0.9871794871794872,3,3,4
0.632,0.8959999999999999,9,0,0.0626,0.0105,7.01e-05,0.0499,0.899,0.41,0,30rMFp7OhWINAeolcp0o21,The Queen And I,2006-07-25,['Gym Class Heroes'],0.9871794871794872,6,3,3
0.6729999999999999,0.752,2,1,0.0393,0.0456,0.0,0.262,0.889,0.39,0,7EAtZT0UPVVEQxi6SsmqIy,Viva La White Girl,2006-07-25,['Gym Class Heroes'],0.9871794871794872,5,1,4
0.631,0.655,7,1,0.0983,0.103,0.0,0.123,0.54,0.38,0,3pPRpc4h3EpfmPFlmRLa3w,Taxi Driver,2005-02-22,['Gym Class Heroes'],1.0,1,1,2
0.757,0.726,8,1,0.211,0.0655,0.0,0.0678,0.76,0.38,1,6pcghTFCRXW9yi9oSYYg86,Peace Sign / Index Down (feat. Busta Rhymes),2008-09-08,['Gym Class Heroes'],0.8333333333333334,2,4,4
0.767,0.65,5,0,0.0347,0.696,1.94e-06,0.08900000000000001,0.529,0.66,0,3QU434ADt3i1Vpzghrzpz0,Hadi Gittik,2018-06-14,"['Ozbi', 'Melek Mosso']",1.0,4,6,5
0.568,0.638,8,0,0.16,0.39399999999999996,0.0,0.11699999999999999,0.648,0.36,1,5LjGVLRSVgavFjCyoS3OTR,Anlamadın mı - Live,2020-02-21,['Ozbi'],0.9873417721518988,5,2,4
0.6709999999999999,0.674,1,0,0.20600000000000002,0.46299999999999997,0.0,0.0908,0.324,0.35,0,1R1j38DYZThcJ7l7GFTKok,Sonu Yok,2019-05-24,['Ozbi'],0.9873417721518988,4,6,4
0.49,0.498,7,0,0.129,0.429,0.0,0.127,0.289,0.56,0,6P51yFc5ctp53ZyjF8Jpiy,Façalı Yürekler - Live,2017-10-04,"['Ozbi', 'Gülce Duru']",1.0,1,1,6
0.575,0.728,6,0,0.121,0.429,0.0,0.0947,0.214,0.53,0,2lt3JClfmRP1EYapapSPnF,Olmazlara Yandım - Live,2016-10-07,"['Ozbi', 'Gülce Duru']",1.0,4,6,6
0.537,0.409,1,0,0.0756,0.0894,0.0,0.0815,0.192,0.51,0,4FNOvpo8xv1mXmFbWZMLYw,Hayat Garip - Live,2017-10-04,"['Ozbi', 'Gülce Duru']",1.0,2,1,5
0.259,0.47,2,0,0.04,0.614,1.42e-06,0.0977,0.18600000000000005,0.24,1,3tkEiY1EkS0wLW3E51Ui10,Beni Sev - Live,2020-02-21,"['Ozbi', 'Gülce Duru']",0.9873417721518988,6,3,6
0.359,0.528,9,0,0.0723,0.5870000000000001,0.0,0.10099999999999999,0.426,0.22,0,3aWI9hRr5719zCHiSr8BNL,Özgürken Sen - Live,2020-02-21,"['Ozbi', 'Gülce Duru']",0.9873417721518988,2,2,5
0.622,0.7190000000000001,3,0,0.0551,0.08199999999999999,0.0,0.13,0.21600000000000005,0.22,0,6ox9oopARatJDszJDcXTz2,Popüler Fetiş,2019-03-11,['Ozbi'],0.9873417721518988,4,5,4
0.465,0.5529999999999999,1,0,0.0483,0.311,2.1000000000000002e-06,0.151,0.285,0.23,1,5pjD6G4JtC0mIIXKVehSRI,Nereye Böyle - Live,2020-02-21,['Ozbi'],0.9873417721518988,3,2,7
0.317,0.981,6,1,0.174,0.00242,0.00677,0.0852,0.234,0.74,0,6EPRKhUOdiFSQwGBRBbvsZ,Ace of Spades,1980-11-08,['Motörhead'],0.9873417721518988,3,2,3
0.27,0.8859999999999999,11,1,0.117,7.4999999999999985e-06,0.0243,0.0899,0.192,0.61,0,1Krtfh550kyhfWPcRp6SnD,Overkill,1979-03-24,['Motörhead'],0.9873417721518988,1,2,5
0.378,0.953,4,0,0.0527,5.18e-05,0.000695,0.303,0.268,0.6,0,4W2CRPuOl8wN3aR7QmOmQE,Killed by Death,1984-09-15,['Motörhead'],0.9873417721518988,2,4,5
0.293,0.887,3,0,0.0876,0.162,0.00065,0.103,0.183,0.57,0,3zeQSYzaN9kLVypKWr6yUi,God Was Never on Your Side,2006-08-29,['Motörhead'],0.9873417721518988,6,4,4
0.303,0.978,8,1,0.122,0.006529999999999999,0.0,0.0958,0.28,0.53,0,2zSpaFB7e0Yo1QKsDQ22Ol,The Game (Triple H),2012-07-13,"['WWE', 'Motörhead']",1.0,6,6,3
0.464,0.955,6,1,0.0556,0.000194,0.611,0.0954,0.312,0.56,0,72vjPBpLyuwS5ik1y1E5YE,Heroes,2017-09-01,['Motörhead'],0.9873417721518988,1,3,5
0.233,0.706,1,0,0.0512,0.46,0.0147,0.159,0.256,0.54,0,7akyedgeVgZeT6oD77nyHn,Love Me Forever,1991-02-26,['Motörhead'],1.0,1,2,5
0.5589999999999999,0.92,1,1,0.101,0.00101,0.818,0.0844,0.383,0.53,0,5Yql4ooghbDqwXIvCGXsdx,Sympathy For The Devil,2015-08-28,['Motörhead'],1.0,1,1,5
0.622,0.816,8,1,0.0483,0.000453,0.0169,0.115,0.339,0.52,0,1lelIeP3r2vCxDkNI05jZp,King of Kings (Triple H),2006-05-23,"['WWE', 'Motörhead']",1.0,1,3,4
0.284,0.92,3,0,0.101,0.00499,7.45e-06,0.8540000000000001,0.524,0.51,0,04jt8ltrZY0Dh9nGwBazYH,Damage Case,1979-03-24,['Motörhead'],0.9873417721518988,5,2,3
0.7509999999999999,0.45,0,1,0.125,0.193,2.1000000000000002e-06,0.17800000000000002,0.6,0.45,0,6lN8zGW83p9Ee4TJWedanB,Teni Tenime,2020-03-13,['Sena Şener'],0.9873417721518988,4,6,3
0.66,0.603,2,0,0.10300000000000001,0.264,7.62e-06,0.0882,0.534,0.4,0,3jM12sAVBL1xjzqbavzQDj,Birden Geldin Aklıma,2017-01-06,"['Tuna Kiremitçi', 'Sena Şener']",0.9873417721518988,6,6,4
0.604,0.376,5,0,0.027999999999999997,0.696,2.65e-06,0.10300000000000001,0.228,0.42,0,7sNgPpXH3mDpC12yRUqEtz,Sevmemeliyiz,2018-09-14,['Sena Şener'],0.9873417721518988,5,6,6
0.6,0.359,3,0,0.0375,0.494,2.8899999999999998e-05,0.10800000000000001,0.15,0.38,0,0GaL1E14GeAnxR9sBk0cL8,Ölsem,2019-03-07,['Sena Şener'],0.9873417721518988,6,5,4
0.504,0.276,7,0,0.028999999999999998,0.687,3.34e-05,0.0857,0.175,0.33,0,1Og9qOp7Az04bKj66p8og2,Her An Gidebilirim,2019-11-22,['Sena Şener'],0.9873417721518988,1,5,5
0.431,0.23800000000000002,1,0,0.0349,0.36,0.008,0.11,0.0866,0.34,0,7AaL1aqGHRsXFPIO0W2m1R,Sendin Düşmanım,2018-09-14,['Sena Şener'],0.9873417721518988,5,3,5
0.6579999999999999,0.136,4,0,0.0396,0.838,1.52e-05,0.11900000000000001,0.10800000000000001,0.29,0,7znUMyZDxIw7a4rimZ1gLW,Çirkin Dünya,2018-09-14,['Sena Şener'],0.9873417721518988,3,1,5
0.745,0.248,7,0,0.0438,0.657,0.0,0.0922,0.10099999999999999,0.3,0,3jJXVYy20l6cmiRoiFORY4,Bak Bana,2018-09-14,['Sena Şener'],0.9873417721518988,4,5,4
0.307,0.285,11,0,0.0315,0.828,0.000174,0.11800000000000001,0.0949,0.29,0,62pwmuTpUFd1X7XbdDWloR,İnsan Gelir İnsan Geçer,2018-09-14,['Sena Şener'],0.9873417721518988,6,4,6
0.865,0.645,6,0,0.0444,0.055999999999999994,0.285,0.0991,0.428,0.5,0,0otxnX0uvKZ2vOqdCgSeLX,Solid Ground,2019-11-01,['Sena Şener'],1.0,3,4,5
0.72,0.802,1,1,0.0582,0.0921,0.0,0.6940000000000001,0.723,0.77,1,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,2014-11-21,"['Pitbull', 'Ne-Yo']",1.0,4,4,4
0.452,0.574,6,1,0.31,0.246,0.0,0.189,0.58,0.77,0,6brl7bwOHmGFkNw3MBqssT,So Sick,2006-01-01,['Ne-Yo'],0.9620253164556962,2,2,3
0.81,0.5379999999999999,0,0,0.0356,0.528,0.0,0.0951,0.828,0.72,0,6CFPFnS9EcLs2I0nWqtWci,Because Of You,2007-01-01,['Ne-Yo'],0.9746835443037974,3,4,4
0.6729999999999999,0.6829999999999999,1,1,0.115,0.522,0.0,0.235,0.713,0.68,0,34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,2008-01-01,['Ne-Yo'],0.02531645569620253,6,4,4
0.6579999999999999,0.677,5,1,0.0393,0.248,0.0,0.368,0.248,0.68,0,4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),2012-01-01,['Ne-Yo'],0.9873417721518988,4,3,4
0.693,0.516,8,1,0.0413,0.297,0.000127,0.0604,0.494,0.67,0,10aWGOqSDBqvNzJ9NeKDbK,Sexy Love,2006-01-01,['Ne-Yo'],0.9620253164556962,2,3,4
0.71,0.882,4,0,0.0595,0.00777,0.00771,0.294,0.875,0.66,0,4wkQmYpAaMe41Rc3sYZ7Vz,Let's Go (feat. Ne-Yo),2012-10-29,"['Calvin Harris', 'Ne-Yo']",0.8607594936708861,4,6,4
0.727,0.649,0,1,0.0338,0.6609999999999999,0.0,0.111,0.669,0.62,0,6Hn9Uc1mMNfqChXU3txNke,Mad,2008-01-01,['Ne-Yo'],0.02531645569620253,4,4,4
0.637,0.521,4,1,0.109,0.155,0.0,0.0945,0.562,0.63,0,3QE7ObGjkt1kYnhLvZPRUy,Go On Girl,2007-01-01,['Ne-Yo'],0.9746835443037974,1,3,4
0.841,0.627,2,1,0.0719,0.0567,0.000666,0.108,0.345,0.63,1,0d6X00DQJtLSisNeVf2GhB,Pinky Ring (feat. O.T. Genasis),2020-02-21,"['Ne-Yo', 'O.T. Genasis']",1.0,1,1,3
0.8059999999999999,0.546,9,1,0.0575,0.3,0.0,0.102,0.8740000000000001,0.91,0,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),2020-02-14,"['Justin Bieber', 'Quavo']",1.0,6,4,4
0.6759999999999999,0.506,9,0,0.0958,0.345,0.0,0.11800000000000001,0.4970000000000001,0.84,0,16wAOAZ2OkqoIDN7TpChjR,Yummy,2020-02-14,['Justin Bieber'],1.0,5,4,3
0.654,0.63,10,1,0.0259,0.153,0.0,0.111,0.43,0.9,0,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",2019-10-04,"['Dan + Shay', 'Justin Bieber']",1.0,1,6,3
0.825,0.483,8,0,0.08,0.5379999999999999,1.4800000000000002e-05,0.204,0.892,0.88,0,2ZlCGeK30BLRNSPC832pNZ,Forever (feat. Post Malone & Clever),2020-02-14,"['Justin Bieber', 'Post Malone', 'Clever']",1.0,5,5,4
0.7979999999999999,0.675,6,1,0.0442,0.0912,0.0,0.0894,0.8420000000000001,0.82,0,0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),2019-07-12,"['Ed Sheeran', 'Justin Bieber']",1.0,2,5,4
0.609,0.37799999999999995,4,1,0.43799999999999994,0.835,0.0,0.28,0.515,0.82,0,50kpGaPAhYJ3sGmk6vplg0,Love Yourself,2015-11-13,['Justin Bieber'],0.7974683544303798,1,2,4
0.67,0.45299999999999996,0,1,0.295,0.252,0.33,0.11699999999999999,0.68,0.81,0,3yNZ5r3LKfdmjoS3gkhUCT,bad guy (with Justin Bieber),2019-07-11,"['Billie Eilish', 'Justin Bieber']",1.0,4,1,3
0.648,0.6809999999999999,2,0,0.0378,0.263,0.00783,0.0971,0.767,0.8,0,2o9LAypwGH4ctV0i9boo6d,Come Around Me,2020-02-14,['Justin Bieber'],1.0,6,3,3
0.654,0.76,0,0,0.045,0.0797,0.0,0.299,0.41,0.8,0,09CtPGIpYB4BrO8qb1RGsF,Sorry,2015-11-13,['Justin Bieber'],0.7974683544303798,1,6,3
0.764,0.44299999999999995,4,1,0.0439,0.52,1.9600000000000002e-05,0.0749,0.63,0.78,0,40qyPyljksBEqlNw5sW37T,Habitual,2020-02-14,['Justin Bieber'],1.0,5,4,3
0.465,0.696,1,0,0.0294,0.103,0.0,0.104,0.447,0.63,0,03INrUW4VCJpDXKQzNEaKS,Cevapsız Sorular,2009-11-09,['maNga'],0.9746835443037974,6,5,5
0.57,0.7290000000000001,1,1,0.0342,0.0488,0.0,0.16,0.552,0.36,0,3bD3UK0aRFeDS3S5MTY8DC,Yad Eller,2018-04-20,['maNga'],0.9873417721518988,3,5,4
0.409,0.904,7,1,0.199,0.0841,1.99e-05,0.0513,0.435,0.23,0,0PVtfjcHE256janafBXAtG,Dursun Zaman,2006,"['maNga', 'Göksel']",0.012658227848101266,6,4,5
0.5429999999999999,0.952,6,0,0.0692,0.0236,0.0,0.0732,0.6579999999999999,0.58,0,30hoPcypN51Y11q6lnI6mB,Beni Benimle Bırak,2009-11-09,['maNga'],0.9746835443037974,4,6,3
0.701,0.932,7,1,0.0519,0.0517,0.0,0.16399999999999998,0.802,0.22,0,7BMwCDI84h2HLkX2EZnnhr,Bir Kadın Çizeceksin,2006,['maNga'],0.012658227848101266,2,4,4
0.617,0.821,6,0,0.0674,0.095,0.0,0.14,0.77,0.32,0,42ggnJ1MjhifnAUr0KTPj6,Haykıracak Nefesim Kalmasa Bile,2019-10-04,['maNga'],0.9873417721518988,2,1,3
0.643,0.92,6,0,0.0595,0.0466,0.0,0.36,0.835,0.57,0,2AlPvpsWlG7dEfhfNf9qJR,Dünyanın Sonuna Doğmuşum,2009-11-09,['maNga'],0.9746835443037974,3,6,4
0.654,0.527,0,1,0.0281,0.342,0.0,0.194,0.398,0.28,0,1KcggRlBQo3y7GcYaSCMy5,Yad Eller - Akustik,2019-05-03,['maNga'],0.9873417721518988,2,1,4
0.536,0.848,2,0,0.0339,0.00319,0.00448,0.174,0.392,0.53,0,4reNFAKWdv4VlwCQDDmXVP,Işıkları Söndürseler Bile,2014-04-14,['maNga'],1.0,1,3,4
0.499,0.7659999999999999,2,0,0.0282,0.0453,1.57e-06,0.101,0.526,0.53,0,3AD2aBZKRlzUkVYzKiU9WS,Alışırım Gözlerimi Kapamaya,2009-11-09,['maNga'],0.9746835443037974,6,5,6
0.594,0.588,4,0,0.0318,0.535,0.0,0.165,0.408,0.39,0,6vFHg6OAyhAWUbigiz3gn8,Aşk Nerden Nereye,2012-11-07,['Gripin'],0.9873417721518988,4,5,5
0.58,0.5670000000000001,6,0,0.0299,0.426,0.0,0.0947,0.308,0.34,0,046ChjRCFmQENZNDl8IN9A,Durma Yağmur Durma,2010-03-04,['Gripin'],0.9873417721518988,4,5,5
0.493,0.835,4,0,0.0431,0.45,0.0,0.136,0.525,0.34,0,3jW5r9FkxQuouF9sMSw2hb,Yalnızlığın Çaresini Bulmuşlar,2012-11-07,['Gripin'],0.9873417721518988,6,6,4
0.5870000000000001,0.575,0,0,0.0435,0.475,0.0,0.11199999999999999,0.294,0.3,0,02aeMyLJWxZMSd8v25mHyj,Beş,2010-03-04,['Gripin'],0.9873417721518988,1,5,5
0.52,0.522,8,1,0.0298,0.114,0.0,0.10300000000000001,0.38,0.3,0,1TWQOmixifojxkD67EMuRR,Elini Korkak Alıştırma,2017-12-15,['Gripin'],0.9873417721518988,5,5,5
0.501,0.271,4,0,0.0303,0.8029999999999999,2.53e-06,0.11900000000000001,0.24100000000000002,0.29,0,2BuDmxNgilmm8gbh6fmtMU,Sor Bana Sor,2017-12-15,['Gripin'],0.9873417721518988,5,1,4
0.589,0.857,3,0,0.0397,0.0337,2.57e-05,0.0887,0.619,0.45,0,257FRDatWz1V90vKJP2mwV,Böyle Kahpedir Dünya,2007,['Gripin'],1.0,3,6,4
0.5539999999999999,0.489,2,0,0.048,0.706,0.0,0.18,0.449,0.29,0,2Rkn8OzxSzOoob7ZaoMba6,Beni Boş Yere Yorma,2017-12-15,['Gripin'],0.9873417721518988,4,3,4
0.563,0.65,9,0,0.0345,0.237,0.0,0.0877,0.47,0.28,0,2VUIJMN2JeX3tsdRt8LKAN,Nasılım Biliyor musun?,2017-12-15,['Gripin'],0.9873417721518988,4,5,4
0.595,0.883,2,0,0.0707,0.0776,0.0,0.11800000000000001,0.455,0.27,0,31KSA9U4SbUOlrjahunULK,Vazgeçtim Ben Bugün,2012-11-07,['Gripin'],0.9873417721518988,3,6,4
0.508,0.72,11,0,0.0628,0.272,0.0,0.0563,0.472,0.64,0,3ERa3mEeOnrh2Mc47qM6T1,Halo,2008-11-14,['Beyoncé'],0.7088607594936709,1,5,4
0.8959999999999999,0.621,5,0,0.237,0.00532,0.0,0.196,0.818,0.76,1,6g0Orsxv6glTJCt4cHsRsQ,Formation,2016-04-23,['Beyoncé'],1.0,3,4,3
0.5870000000000001,0.299,8,1,0.0263,0.779,0.0,0.123,0.35600000000000004,0.76,0,1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),2017-11-30,"['Ed Sheeran', 'Beyoncé']",1.0,1,4,4
0.6459999999999999,0.77,2,0,0.226,0.00249,0.0,0.0715,0.6809999999999999,0.76,0,5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),2003-06-24,"['Beyoncé', 'JAY-Z']",0.9493670886075948,2,5,4
0.652,0.748,0,1,0.0887,0.0849,0.0,0.604,0.652,0.75,0,1z6WtY7X4HQJvzxC4UgkSf,Love On Top,2011-06-24,['Beyoncé'],1.0,1,6,4
0.733,0.899,0,1,0.14300000000000002,0.00496,4.72e-05,0.3720000000000001,0.76,0.75,0,1uXbwHHfgsXcUKfSZw5ZJ0,Run the World (Girls),2011-06-24,['Beyoncé'],1.0,3,6,4
0.524,0.397,0,1,0.405,0.745,0.0,0.521,0.552,0.74,1,0rzNMzZsubFcXSEh7dnem7,Hold Up,2016-04-23,['Beyoncé'],1.0,1,1,4
0.5760000000000001,0.6970000000000001,10,1,0.326,0.0286,1.15e-06,0.16699999999999998,0.501,0.61,0,1G7DcLzPnopdZjLkev0K4e,Irreplaceable,2006-09-04,['Beyoncé'],0.8481012658227848,6,6,4
0.589,0.621,5,0,0.0468,0.00969,0.00104,0.181,0.401,0.72,1,6jG2YzhxptolDzLHTGLt7S,Drunk in Love (feat. Jay-Z),2014-11-24,"['Beyoncé', 'JAY-Z']",0.8734177215189873,4,4,5
0.775,0.598,2,1,0.0535,0.00175,4.44e-06,0.253,0.35600000000000004,0.72,1,0lnIJmgcUpEpe4AZACjayW,Sorry,2016-04-23,['Beyoncé'],1.0,4,4,4
0.488,0.34299999999999997,4,1,0.0436,0.556,0.0,0.21,0.0978,0.88,0,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,2020-01-10,['Selena Gomez'],1.0,4,1,3
0.838,0.545,5,1,0.0706,0.20800000000000002,8.01e-05,0.10300000000000001,0.631,0.84,0,7HMmFQsKsljwTw8bS7lu19,Rare,2020-01-10,['Selena Gomez'],1.0,5,3,4
0.71,0.8079999999999999,2,0,0.0433,0.44,0.000773,0.0734,0.392,0.65,0,4mt7C6wYeTUWDDk7xKym9w,Feel Me,2020-04-09,['Selena Gomez'],1.0,3,3,4
0.8109999999999999,0.512,2,1,0.17,0.218,0.0262,0.0768,0.34600000000000003,0.82,0,4QnC1bIaMSfDQvF4XDhV5M,Boyfriend,2020-04-09,['Selena Gomez'],1.0,2,4,3
0.8420000000000001,0.8009999999999999,8,0,0.228,0.157,4.82e-06,0.0642,0.617,0.82,1,4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,"['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",0.9873417721518988,3,6,4
0.7240000000000001,0.804,11,0,0.0448,0.124,0.0,0.204,0.306,0.8,0,0tBbt8CrmxbjRP0pueQkyU,Wolves,2017-10-25,"['Selena Gomez', 'Marshmello']",1.0,6,6,3
0.753,0.564,10,0,0.252,0.114,0.0273,0.359,0.55,0.8,0,7eOkHIcaoUhngxxypM5Ajr,Look At Her Now,2020-01-10,['Selena Gomez'],1.0,1,2,3
0.601,0.7240000000000001,6,1,0.0486,0.0945,1.68e-06,0.12,0.508,0.79,0,4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,2018-05-10,['Selena Gomez'],1.0,4,6,3
0.64,0.5329999999999999,0,1,0.0706,0.11900000000000001,0.0,0.0864,0.515,0.7,0,12GEpg2XOPyqk03JZEZnJs,It Ain’t Me (with Selena Gomez),2017-02-17,"['Kygo', 'Selena Gomez']",0.012658227848101266,3,3,4
0.541,0.46799999999999997,10,0,0.36200000000000004,0.40399999999999997,3.65e-06,0.358,0.69,0.77,0,1WSGTYKLEpKfNQYYW5Oymt,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",2019-02-28,"['benny blanco', 'Selena Gomez', 'J Balvin', 'Tainy']",1.0,3,6,3
0.54,0.418,7,0,0.0761,0.19,0.685,0.198,0.189,0.52,0,3N304YQk9QuT4VY5ulXbuI,Nalan,2019-09-06,['Emir Can İğrek'],1.0,1,1,3
0.621,0.721,7,0,0.0255,0.16899999999999998,0.0,0.159,0.264,0.44,0,0kym8Xkdg2SSTM74R1EMCg,Sapa,2020-03-30,['Emir Can İğrek'],1.0,2,5,3
0.42,0.191,5,0,0.0655,0.625,0.0,0.0849,0.677,0.4,0,5u5gH4rQXu8zo3G3Y7D4Td,Defoluyorum,2019-02-18,['Emir Can İğrek'],1.0,1,1,3
0.473,0.51,5,0,0.0533,0.212,0.081,0.14400000000000002,0.446,0.4,0,6FyVQbgNtoYCqTwoA4n4rt,Silahım Yok,2019-12-20,['Emir Can İğrek'],1.0,6,2,3
0.654,0.26,2,0,0.0347,0.897,7.68e-06,0.0958,0.7120000000000001,0.37,0,6RH5a8bayUrezx9eihDPLS,Müzik Kutusu,2018-11-07,['Emir Can İğrek'],1.0,1,4,3
0.648,0.665,9,0,0.0397,0.616,0.0,0.0992,0.589,0.32,0,69Is1lNX7KGNvXgrtKDzIW,Beyaz,2017-11-30,['Emir Can İğrek'],1.0,1,6,3
0.485,0.8809999999999999,6,0,0.0574,0.402,0.0,0.332,0.772,0.36,0,5gLAYfSomVAYcRIdPFM5AI,Nevale,2019-07-11,['Emir Can İğrek'],1.0,2,6,3
0.41,0.542,7,0,0.0318,0.501,1.5e-06,0.199,0.6679999999999999,0.32,0,6ypNdUiQUHtLQsPd4sBcMk,Gönül Davası,2017-11-30,['Emir Can İğrek'],1.0,1,6,3
0.535,0.617,4,0,0.035,0.269,0.0,0.192,0.491,0.28,0,4UmwU6Q53oB26wipHZ1eaI,Aç Bağrını,2018-07-27,['Emir Can İğrek'],1.0,2,5,4
0.551,0.7659999999999999,9,0,0.0377,0.083,3.67e-06,0.0645,0.506,0.28,0,0L6KLRRnqabjHnPEHH2rV7,Muhalif,2020-03-30,['Emir Can İğrek'],1.0,2,5,4
0.58,0.9159999999999999,3,0,0.0387,0.000297,0.0259,0.126,0.6829999999999999,0.75,0,5anCkDvJ17aznvK5TED5uo,Hail to the King,2013-08-23,['Avenged Sevenfold'],1.0,3,6,5
0.5539999999999999,0.9490000000000001,2,1,0.0787,0.00031800000000000003,9.98e-05,0.2,0.233,0.71,1,4UEo1b0wWrtHMC8bVqPiH8,Nightmare,2010-07-23,['Avenged Sevenfold'],0.8860759493670886,4,5,6
0.541,0.968,0,1,0.0396,0.000248,8.28e-06,0.423,0.505,0.68,0,3sHH7lklbfpcraDDvYnjo7,Bat Country,2005-06-06,['Avenged Sevenfold'],0.7721518987341772,4,6,5
0.5760000000000001,0.9059999999999999,2,1,0.0571,0.000332,0.0614,0.0908,0.21100000000000002,0.68,0,1fQaoh3imrMunWVZh5kf90,Shepherd of Fire,2013-08-23,['Avenged Sevenfold'],1.0,4,1,5
0.48700000000000004,0.9490000000000001,2,0,0.0798,0.000429,2.9100000000000013e-05,0.231,0.406,0.68,0,7zAt4tdL44D3VuzsvM0N8n,Afterlife,2007-10-26,['Avenged Sevenfold'],1.0,2,6,6
0.486,0.8809999999999999,2,0,0.0474,0.0244,0.0,0.429,0.667,0.67,1,1BLfQ6dPXmuDrFmbdfW7Jl,A Little Piece of Heaven,2007-10-26,['Avenged Sevenfold'],1.0,6,4,8
0.5670000000000001,0.946,2,0,0.0935,0.00267,0.0,0.0567,0.6990000000000001,0.66,0,0jqblvsI9LBY4irmLVqqEO,Welcome to the Family,2010-07-23,['Avenged Sevenfold'],0.8860759493670886,1,6,4
0.28600000000000003,0.703,4,0,0.0348,0.00847,7.390000000000001e-05,0.142,0.259,0.66,0,7Hr1Ignop7cymbE3FbOtXa,So Far Away,2010-07-23,['Avenged Sevenfold'],0.8860759493670886,6,6,5
0.47200000000000003,0.772,5,1,0.0316,0.00658,5.65e-05,0.132,0.6,0.66,0,2FML7gk7ac6quGFIjvkDb3,Dear God,2007-10-26,['Avenged Sevenfold'],1.0,5,3,7
0.607,0.804,9,0,0.0296,0.00116,0.0,0.159,0.469,0.64,1,4veeNpXDK1YRHMTJ1Cppsg,Buried Alive,2010-07-23,['Avenged Sevenfold'],0.8860759493670886,5,4,7
0.932,0.448,8,0,0.136,0.0253,0.0,0.104,0.736,0.65,0,7BjmOMyfT4PBKbZuSCwWPc,Bi Sonraki Hayatımda Gel,2020-01-24,"['Murda', 'Ezhel']",0.9873417721518988,1,6,3
0.743,0.68,5,0,0.103,0.113,0.123,0.183,0.6940000000000001,0.64,0,4IJEw3fDvS6XF4sDc3bvjK,AYA,2019-09-20,"['Murda', 'Ezhel']",0.9873417721518988,6,6,3
